"fips" "scc" "pollutant" "emissions" "type" "year" "data.category" "short.name" "ei.sector" "option.group" "option.set" "scc.level.one" "scc.level.two" "scc.level.three" "scc.level.four" "map.to" "last.inventory.year" "created_date" "revised_date" "usage.notes"
"53053" "2265001060" "PM25-PRI" 0.01 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Recreational Equipt /Specialty Vehicles/Carts" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Specialty Vehicles/Carts" NA NA "" "" ""
"26033" "223007111X" "PM25-PRI" 0.43 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Interstate: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48051" "2265002009" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Plate Compactors" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Plate Compactors" NA NA "" "" ""
"29075" "2102002000" "PM25-PRI" 0.032 "NONPOINT" 1999 "Nonpoint" "Stationary Fuel Comb /Industrial /Bituminous/Subbituminous Coal /Total: All Boiler Types" "Fuel Comb - Industrial Boilers, ICEs - Coal" "" "" "Stationary Source Fuel Combustion" "Industrial" "Bituminous/Subbituminous Coal" "Total: All Boiler Types" NA NA "" "" ""
"20151" "223007531B" "PM25-PRI" 2.58386958194022e-05 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Collector: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"40013" "223007327X" "PM25-PRI" 0.13 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Other Principal Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Other Principal Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"48043" "223007421X" "PM25-PRI" 0.19 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Local: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"41013" "2270006010" "PM25-PRI" 0.02 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Commercial Equipt /Pumps" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Commercial Equipment" "Pumps" NA NA "" "12/10/1999 0:00:00" ""
"37197" "223007111B" "PM25-PRI" 0.02 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Interstate: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"49037" "2201020170" "PM25-PRI" 0.0443191 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Major Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Major Collector: Total" NA NA "" "2/13/2002 0:00:00" ""
"22027" "2201001150" "PM25-PRI" 0.169542 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Minor Arterial: Total" NA NA "" "" ""
"41039" "2265005035" "PM25-PRI" 0.00478116 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Sprayers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Sprayers" NA NA "" "" ""
"48493" "220100133T" "PM25-PRI" 0.01 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Urban Local: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Urban Local: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"19101" "2265005045" "PM25-PRI" 0.00174114762194222 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Swathers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Swathers" NA NA "" "" ""
"42031" "223007429T" "PM25-PRI" 0.00574290857042 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Urban Minor Arterial: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Urban Minor Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"26057" "2230073290" "PM25-PRI" 0.00165313 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 6 & 7 - Urban Minor Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 6 & 7" "Urban Minor Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"39137" "2267002057" "PM25-PRI" 0.0002455379 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Rough Terrain Forklifts" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Rough Terrain Forklifts" NA NA "12/10/1999 0:00:00" "" ""
"12119" "2268006005" "PM25-PRI" 0.000920335 "NON-ROAD" 2008 "Nonroad" "Off-highway CNG /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "CNG" "Commercial Equipment" "Generator Sets" NA NA "12/10/1999 0:00:00" "" ""
"02188" "2275070000" "PM25-PRI" 0 "POINT" 2008 "Point" "Aircraft /Aircraft Auxiliary Power Units /Total" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "Aircraft" "Aircraft Auxiliary Power Units" "Total" NA NA "" "" ""
"06041" "2280004000" "PM25-PRI" 0.06 "NON-ROAD" 2002 "Nonpoint" "Marine Vessels, Commercial /Gasoline /Total, All Vessel Types" "Mobile - Commercial Marine Vessels" "" "" "Mobile Sources" "Marine Vessels, Commercial" "Gasoline" "Total, All Vessel Types" NA NA "" "" ""
"39061" "2230001250" "PM25-PRI" 0.00117077 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Urban Other Freeways & Expressways: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Freeways and Expressways: Total" NA NA "" "" ""
"01127" "2270005025" "PM25-PRI" 0.0013240212 "NON-ROAD" 2005 "Nonroad" "Off-highway Diesel /Agricultural Equipt /Balers" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Agricultural Equipment" "Balers" NA NA "" "" ""
"30091" "220102021X" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 1 & 2 - Rural Local: Exhaust" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 1 & 2 (M6) = LDGT1 (M5)" "Rural Local: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"05021" "2230071130" "PM25-PRI" 0.000727388 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Other Principal Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Other Principal Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"29031" "223007113X" "PM25-PRI" 0.2 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Other Principal Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Other Principal Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"08107" "2285002015" "PM25-PRI" 0.08 "NON-ROAD" 2005 "Nonroad" "Railroad Equipt /Diesel /Railway Maintenance" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Railroad Equipment" "Diesel" "Railway Maintenance" NA NA "12/10/1999 0:00:00" "" ""
"36011" "223007415B" "PM25-PRI" 0.01 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Minor Arterial: Brake Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Minor Arterial: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"45015" "2265002027" "PM25-PRI" 0.000217245811654721 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Signal Boards/Light Plants" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Signal Boards/Light Plants" NA NA "" "12/10/1999 0:00:00" ""
"51143" "2282010005" "PM25-PRI" 0.0239995 "NON-ROAD" 2008 "Nonroad" "Pleasure Craft /Gasoline 4-Stroke /Inboard/Sterndrive" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Pleasure Craft" "Gasoline 4-Stroke" "Inboard/Sterndrive" NA NA "" "12/10/1999 0:00:00" ""
"04005" "2265002060" "PM25-PRI" 0 "NON-ROAD" 1999 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Rubber Tire Loaders" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Rubber Tire Loaders" NA NA "" "" ""
"25017" "2302003100" "PM25-PRI" 65.98 "NONPOINT" 2005 "Nonpoint" "Food & Kindred Products /Commercial Cooking - Frying /Flat Griddle Frying" "Commercial Cooking" "" "" "Industrial Processes" "Food and Kindred Products: SIC 20" "Commercial Cooking - Frying" "Flat Griddle Frying" NA NA "6/6/2003 0:00:00" "2/20/2004 0:00:00" ""
"25011" "2102002000" "PM25-PRI" 0.15 "NONPOINT" 2002 "Nonpoint" "Stationary Fuel Comb /Industrial /Bituminous/Subbituminous Coal /Total: All Boiler Types" "Fuel Comb - Industrial Boilers, ICEs - Coal" "" "" "Stationary Source Fuel Combustion" "Industrial" "Bituminous/Subbituminous Coal" "Total: All Boiler Types" NA NA "" "" ""
"01037" "2230074130" "PM25-PRI" 1.74356 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 8A & 8B - Rural Other Principal Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 8A & 8B" "Rural Other Principal Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"01047" "223007531T" "PM25-PRI" 4.04411684939972e-05 "ON-ROAD" 2005 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Urban Collector: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"42067" "2201040150" "PM25-PRI" 0.0600193 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Minor Arterial: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Minor Arterial: Total" NA NA "" "2/13/2002 0:00:00" ""
"46055" "2230075150" "PM25-PRI" 0.00646023 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Heavy Duty Buses (School & Transit) - Rural Minor Arterial: Total" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Rural Minor Arterial: Total" NA NA "12/10/1999 0:00:00" "2/13/2002 0:00:00" ""
"06007" "220104017B" "PM25-PRI" 0.06 "ON-ROAD" 2002 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Rural Major Collector: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Rural Major Collector: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"21153" "223000113T" "PM25-PRI" 0.000121385 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"41055" "2265005015" "PM25-PRI" 0.0020129 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Agricultural Tractors" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Agricultural Tractors" NA NA "" "" ""
"20001" "2267005060" "PM25-PRI" 1.80305e-05 "NON-ROAD" 2008 "Nonroad" "Off-highway LPG /Agricultural Equipt /Irrigation Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Agricultural Equipment" "Irrigation Sets" NA NA "12/10/1999 0:00:00" "" ""
"49049" "223007117T" "PM25-PRI" 0.0011949499 "ON-ROAD" 2002 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Major Collector: Tire Wear" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"39127" "2265005035" "PM25-PRI" 0.0021094221 "NON-ROAD" 2005 "Nonroad" "Off-highway Gasoline, 4-Stroke /Agricultural Equipt /Sprayers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Sprayers" NA NA "" "" ""
"17057" "2270002072" "PM25-PRI" 0.130118 "NON-ROAD" 2008 "Nonroad" "Off-highway Diesel /Construction & Mining Equipt /Skid Steer Loaders" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Skid Steer Loaders" NA NA "" "" ""
"39097" "2230001110" "PM25-PRI" 0.000409233 "ON-ROAD" 2008 "Onroad" "Highway Veh - Diesel - Light Duty Vehicles (LDDV) - Rural Interstate: Total" "Mobile - On-Road Diesel Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Interstate: Total" NA NA "" "" ""
"20015" "2267002003" "PM25-PRI" 0.0001050178 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Construction & Mining Equipt /Pavers" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Construction and Mining Equipment" "Pavers" NA NA "12/10/1999 0:00:00" "" ""
"53011" "223007115X" "PM25-PRI" 0.26 "ON-ROAD" 1999 "Onroad" "Highway Veh - Diesel - Heavy Duty (HDDV) Class 2B - Rural Minor Arterial: Exhaust" "Mobile - On-Road Diesel Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Arterial: Exhaust" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"13231" "2201001190" "PM25-PRI" 0.0235112 "ON-ROAD" 2008 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Total" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Minor Collector: Total" NA NA "" "" ""
"35041" "2265002021" "PM25-PRI" 0.000244448 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Paving Equipt" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Paving Equipment" NA NA "" "" ""
"18135" "2260004021" "PM25-PRI" 17.2322 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 2-Stroke /Lawn & Garden Equipt /Chain Saws < 6 HP (Commercial)" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Commercial)" NA NA "12/10/1999 0:00:00" "" ""
"48419" "2285002006" "PM25-PRI" 7.97 "NON-ROAD" 2005 "Nonpoint" "Railroad Equipment /Diesel /Line Haul Locomotives: Class I Operations" "Mobile - Locomotives" "" "" "Mobile Sources" "Railroad Equipment" "Diesel" "Line Haul Locomotives: Class I Operations" NA NA "6/11/2002 0:00:00" "" ""
"54057" "2265002009" "PM25-PRI" 0.000885575835127383 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Plate Compactors" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Plate Compactors" NA NA "" "" ""
"01121" "30400109" "PM25-PRI" 0.986 "POINT" 2008 "Point" "Secondary Metals /Aluminum /Burning/Drying" "Industrial Processes - Non-ferrous Metals" "" "" "Industrial Processes" "Secondary Metal Production" "Aluminum" "Burning/Drying" NA NA "" "" ""
"33009" "220100119T" "PM25-PRI" 0.05 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Minor Collector: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Minor Collector: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"42019" "2270008005" "PM25-PRI" 0.000987546 "NON-ROAD" 2005 "Point" "Airport Ground Support Equipment, Diesel" "Mobile - Non-Road Equipment - Diesel" "" "" "Mobile Sources" "Off-highway Vehicle Diesel" "Airport Ground Support Equipment" "Airport Ground Support Equipment" NA NA "" "10/17/2007 0:00:00" ""
"72105" "220104025B" "PM25-PRI" 0.00687117344681 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Light Duty Trucks 3 & 4 - Urban Other Freeways & Expressways: Brake Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Trucks 3 & 4 (M6) = LDGT2 (M5)" "Urban Other Freeways and Expressways: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"20161" "2275020000" "PM25-PRI" 0.000124258 "POINT" 2008 "Point" "Aircraft /Commercial Aircraft /Total: All Types" "Mobile - Aircraft" "" "" "Mobile Sources" "Aircraft" "Commercial Aircraft" "Total: All Types" NA NA "" "" ""
"31175" "2267006005" "PM25-PRI" 0.0007755137 "NON-ROAD" 2005 "Nonroad" "Off-highway LPG /Commercial Equipt /Generator Sets" "Mobile - Non-Road Equipment - Other" "" "" "Mobile Sources" "LPG" "Commercial Equipment" "Generator Sets" NA NA "12/10/1999 0:00:00" "" ""
"55049" "220107033B" "PM25-PRI" 0.000820920009573437 "ON-ROAD" 2005 "Onroad" "Highway Veh - Gasoline - Heavy Duty Veh 2B thru 8B & Buses (HDGV) - Urban Local: Brake Wear" "Mobile - On-Road Gasoline Heavy Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Brake Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"17093" "30501108" "PM25-PRI" 0 "POINT" 2008 "Point" "Concrete Batching /Weight Hopper Loading of Sand and Aggregate" "Industrial Processes - Storage and Transfer" "" "" "Industrial Processes" "Mineral Products" "Concrete Batching" "Weight Hopper Loading of Sand and Aggregate" NA NA "" "" ""
"47127" "2260007005" "PM25-PRI" 0.04 "NON-ROAD" 2002 "Nonroad" "Off-highway Gasoline, 2-Stroke /Logging Equipt /Chain Saws : 6 HP" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 2-Stroke" "Logging Equipment" "Chain Saws : 6 HP" NA NA "" "12/10/1999 0:00:00" ""
"51065" "2104008002" "PM25-PRI" 26.71 "NONPOINT" 2005 "Nonpoint" "Stationary Fuel Comb /Residential /Wood /Fireplaces: Insert; non-EPA certified" "Fuel Comb - Residential - Wood" "" "" "Stationary Source Fuel Combustion" "Residential" "Wood" "Fireplaces: Insert; non-EPA certified" 2104008210 2005 "6/21/2001 0:00:00" "3/27/2008 0:00:00" ""
"18153" "220100113T" "PM25-PRI" 0.07 "ON-ROAD" 1999 "Onroad" "Highway Veh - Gasoline - Light Duty Vehicles (LDGV) - Rural Other Principal Arterial: Tire Wear" "Mobile - On-Road Gasoline Light Duty Vehicles" "" "" "Mobile Sources" "Highway Vehicles - Gasoline" "Light Duty Gasoline Vehicles (LDGV)" "Rural Other Principal Arterial: Tire Wear" NA 2005 "2/13/2002 0:00:00" "7/25/2008 0:00:00" ""
"18171" "2265002039" "PM25-PRI" 0.000661699 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Construction & Mining Equipt /Concrete/Industrial Saws" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Concrete/Industrial Saws" NA NA "" "" ""
"21137" "2265003030" "PM25-PRI" 0.000577979 "NON-ROAD" 2008 "Nonroad" "Off-highway Gasoline, 4-Stroke /Industrial Equipt /Sweepers/Scrubbers" "Mobile - Non-Road Equipment - Gasoline" "" "" "Mobile Sources" "Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Sweepers/Scrubbers" NA NA "" "" ""
